Incident ID,Date, Confirmed Time,Estimated Time,Governorate,District,Area,Target,Main category,Sub-category,Air Raids,Naval,Fatalities ,Woman,Child,Injured ,Woman,Child
16539,07/03/2018,unkn,Unknown,Marib,Sirwah,,Unknown,Unknown,Unknown,4,,0,0,0,0,0,0
16540,07/03/2018,unkn,Unknown,Taiz,Al-Taiziyah,,Taiz Airport,Infrastructure,Transport,unkn,,0,0,0,0,0,0
16541,07/03/2018,unkn,Unknown,Taiz,Al-Taiziyah,,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
16542,07/03/2018,unkn,Unknown,Taiz,Jabal Habashy,,Pro-Houthi forces,Military_Security_Target,Forces,unkn,,0,0,0,0,0,0
16543,08/03/2018,2,Early-Morning,Hudaydah,Zabid,,Chicken farm,Economic_infrastructure,Farms,1,,1,0,0,3,0,0
16544,08/03/2018,6,Morning,Hudaydah,Al-Jirahi,,Chicken farm,Economic_infrastructure,Farms,2,,1,0,0,1,0,0
16545,08/03/2018,1,Early-Morning,Hajja,Hayran,,Chicken farm,Economic_infrastructure,Farms,2,,0,0,0,0,0,0
16546,08/03/2018,6,Morning,Hudaydah,Jabal Ras,,Pro-Houthi forces' gatherings,Military_Security_Target,Other,2,,0,0,0,0,0,0
16547,08/03/2018,unkn,Unknown,Jawf,Khab Wa Al-Sha'af,,Pro-Houthi reinforcements,Military_Security_Target,Moving Target (weapons/fighters),3,,0,0,0,0,0,0
16548,08/03/2018,unkn,Unknown,Marib,Sirwah,,Pro-Houthi reinforcements ,Military_Security_Target,Moving Target (weapons/fighters),3,,0,0,0,0,0,0
16549,08/03/2018,12,Midday,Marib,Sirwah,,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
16550,08/03/2018,14,Midday,Hudaydah,Zabid,,Farm,Economic_infrastructure,Farms,2,,1,0,0,0,0,0
16551,08/03/2018,14,Midday,Hudaydah,Zabid,,Unknown,Unknown,Unknown,1,,5,5,0,0,0,0
16552,08/03/2018,16,Afternoon,Sanaa,Arhab,Al Farijah military camp,Al Farijah military camp,Military_Security_Target,Military site,2,,0,0,0,0,0,0
16553,08/03/2018,22,Night,Amran,Huth,,Bedouins'  tents,Civilian,Residential area,unkn,,0,0,0,6,3,0
16554,08/03/2018,unkn,Unknown,Hajja,Harad ,,Unknown,Unknown,Unknown,10,,0,0,0,0,0,0
16555,08/03/2018,unkn,Unknown,Hajja,Midi,,Unknown,Unknown,Unknown,10,,0,0,0,0,0,0
16556,08/03/2018,unkn,Unknown,Marib,Sirwah,,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16557,08/03/2018,17,Afternoon,Saada,Baqim,,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
16558,08/03/2018,17,Afternoon,Saada,Baqim,,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
16559,08/03/2018,17,Afternoon,Saada,Majz,,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
16560,08/03/2018,19,Evening,Saada,Kitaf Wa Al-Boqe'e,,Unknown,Unknown,Unknown,10,,0,0,0,0,0,0
16561,08/03/2018,20,Evening,Saada,Al-Dhaher,,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
16562,08/03/2018,22,Night,Saada,Saqain,,Civilian’s vehicle,Civilian,Vehicle/Buss,1,,0,0,0,0,0,0
16563,08/03/2018,21,Evening,Jawf,Khab Wa Al-Sha'af,,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16564,08/03/2018,21,Evening,Sanaa,Nihm,,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
16565,08/03/2018,23,Night,Hudaydah,Al-Jirahi,,Chicken farm,Economic_infrastructure,Farms,3,,0,0,0,0,0,0
16566,09/03/2018,4,Early-Morning,Hudaydah,Al-Tuhayat,,Civilian’s farms,Economic_infrastructure,Farms,3,,0,0,0,0,0,0
16567,09/03/2018,16,Afternoon,Hudaydah,Al-Durayhimi,,Al Hudaydah airport,Infrastructure,Transport,1,,0,0,0,0,0,0
16568,09/03/2018,16,Afternoon,Hudaydah,Al-Mansoriyah,,Main road,Infrastructure,Transport,1,,0,0,0,0,0,0
16569,09/03/2018,unkn,Unknown,Marib,Sirwah,Al Hajlan ,Civilians’ farm,Economic_infrastructure,Farms,2,,3,0,0,0,0,0
16570,09/03/2018,18,Evening,Saada,Al-Dhaher,,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
16571,09/03/2018,unkn,Unknown,Saada,Razih,,Unknown,Unknown,Unknown,4,,0,0,0,0,0,0
16572,09/03/2018,9,Morning,Saada,Razih,,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
16573,09/03/2018,16,Afternoon,Saada,Razih,,Unknown,Unknown,Unknown,5,,0,0,0,0,0,0
16574,09/03/2018,21,Evening,Saada,Baqim,,Residential area,Civilian,Residential area,1,,0,0,0,0,0,0
16575,09/03/2018,7,Morning,Saada,Shada'a,,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
16576,09/03/2018,unkn,Unknown,Saada,Kitaf Wa Al-Boqe'e,Al-Fara'a,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16577,09/03/2018,unkn,Unknown,Taiz,Al-Taiziyah,,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
16578,10/03/2018,1,Early-Morning,Sanaa,Nihm,Maswarah,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
16579,10/03/2018,22,Night,Bayda,Nati',The road that links Nati and Numan districts,Civilian's vehicle,Civilian,Vehicle/Buss,1,,0,0,0,0,0,0
16580,10/03/2018,19,Evening,Hajja,Harad ,,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16581,10/03/2018,19,Evening,Hajja,Midi,,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16582,10/03/2018,15,Afternoon,Jawf,Al-Ghayl,Wadi Shawaq,Unknown,Unknown,Unknown,5,,0,0,0,0,0,0
16583,10/03/2018,18,Evening,Saada,Baqim,,Market,Civilian,Market place,1,,0,0,0,3,0,1
16584,10/03/2018,unkn,Unknown,Saada,Razih,,Unknown,Unknown,Unknown,6,,0,0,0,0,0,0
16585,10/03/2018,13,Midday,Taiz,Al-Taiziyah,,Taizz airport,Infrastructure,Transport,1,,0,0,0,0,0,0
16586,10/03/2018,10,Morning,Saada,Razih,Al Qadd,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
16587,10/03/2018,15,Midday,Saada,Baqim,,Unknown,Unknown,Unknown,5,,0,0,0,1,0,0
16588,10/03/2018,unkn,Evening,Saada,Razih,Al Azhour,Unknown,Unknown,Unknown,6,,0,0,0,0,0,0
16589,10/03/2018,21,Evening,Hudaydah,Al-Jirahi,,Farm,Economic_infrastructure,Farms,1,,0,0,0,0,0,0
16590,11/03/2018,unkn,Unknown,Bayda,Al-Maljim,Wa’alah junction,Military vehicle,Military_Security_Target,Moving Target (weapons/fighters),1,,0,0,0,0,0,0
16591,11/03/2018,unkn,Unknown,Bayda,Al-Maljim,Sha’ab Fadahah,Katyusha rocket launcher,Military_Security_Target,Other,1,,0,0,0,0,0,0
16592,11/03/2018,1,Early-Morning,Hudaydah,Hays,,Pro-Houthi movements,Military_Security_Target,Moving Target (weapons/fighters),2,,0,0,0,0,0,0
16593,11/03/2018,unkn,Afternoon,Capital,Bani Al-Harith,Al Rahabah,Al Daylami airbase,Military_Security_Target,Military site,13,,0,0,0,0,0,0
16594,11/03/2018,unkn,Unknown,Capital,Bani Al-Harith,Al Rahabah,Sana'a airport,Infrastructure,Transport,3,,3,0,0,0,0,0
16595,11/03/2018,17,Afternoon,Amran,Harf Sufyan,Al Dhira’a Al Ahmar mountain,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16596,11/03/2018,unkn,Unknown,Hajja,Harad ,,Unknown,Unknown,Unknown,6,,0,0,0,0,0,0
16597,11/03/2018,unkn,Unknown,Hajja,Midi,,Unknown,Unknown,Unknown,5,,0,0,0,0,0,0
16598,11/03/2018,19,Evening,Hudaydah,Al-Durayhimi,,Al Hudaydah airport,Infrastructure,Transport,1,,0,0,0,0,0,0
16599,11/03/2018,22,Night,Hudaydah,Al-Jirahi,,Farm,Economic_infrastructure,Farms,3,,0,0,0,0,0,0
16600,11/03/2018,22,Night,Hudaydah,Zabid,,Farm,Economic_infrastructure,Farms,4,,0,0,0,0,0,0
16601,11/03/2018,unkn,Unknown,Hudaydah,Bait Al-Faqih,,Military tanks,Military_Security_Target,Moving Target (weapons/fighters),unkn,,0,0,0,0,0,0
16602,11/03/2018,unkn,Unknown,Hudaydah,Al-Mansoriyah,,Military tanks,Military_Security_Target,Moving Target (weapons/fighters),unkn,,0,0,0,0,0,0
16603,11/03/2018,unkn,Unknown,Hudaydah,Al-Tuhayat,,Farms,Military_Security_Target,Moving Target (weapons/fighters),unkn,,0,0,0,0,0,0
16604,11/03/2018,unkn,Unknown,Hudaydah,Jabal Ras,,Pro-Houthi reinforcements,Military_Security_Target,Moving Target (weapons/fighters),unkn,,0,0,0,0,0,0
16605,11/03/2018,9,Morning,Jawf,Al-Ghayl,Wadi Shawaq,Unknown,Unknown,Unknown,4,,0,0,0,0,0,0
16606,11/03/2018,9,Morning,Jawf,Al-Ghayl,Al Saqiyah,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16607,11/03/2018,unkn,Unknown,Marib,Sirwah,,Houses,Civilian,Residential area,2,,0,0,0,0,0,0
16608,11/03/2018,13,Midday,Marib,Sirwah,,Farms,Economic_infrastructure,Farms,1,,0,0,0,0,0,0
16609,11/03/2018,16,Afternoon,Saada,Baqim,,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16610,11/03/2018,16,Afternoon,Saada,Majz,Takhyah,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
16611,11/03/2018,21,Evening,Saada,Kitaf Wa Al-Boqe'e,Al Fara,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16612,11/03/2018,21,Evening,Saada,Kitaf Wa Al-Boqe'e,Al Abu Jibarah,Civilian’s vehicle,Civilian,Vehicle/Buss,1,,0,0,0,0,0,0
16613,11/03/2018,21,Evening,Saada,Razih,Al Qadd ,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
16614,11/03/2018,21,Evening,Saada,Al-Dhaher,Al Malaheet ,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
16615,11/03/2018,20,Evening,Saada,Razih,Al Azhour,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
16616,11/03/2018,24,Night,Hudaydah,Zabid,,Farm,Economic_infrastructure,Farms,2,,0,0,0,0,0,0
16617,11/03/2018,24,Night,Saada,Razih,Swar Al Asfal,Civilian’s house,Civilian,Residential area,1,,0,0,0,3,1,2
16618,12/03/2018,unkn,Unknown,Capital,Bani Al-Harith,Al Rahabah,Al Daylami airbase,Military_Security_Target,Military site,1,,0,0,0,0,0,0
16619,12/03/2018,unkn,Unknown,Saada,Kitaf Wa Al-Boqe'e,Al Boqee,Pro-Houthi reinforcements,Military_Security_Target,Moving Target (weapons/fighters),unkn,,0,0,0,0,0,0
16620,12/03/2018,unkn,Unknown,Hajja,Harad ,,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16621,12/03/2018,unkn,Unknown,Hajja,Midi,,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16622,12/03/2018,unkn,Unknown,Hudaydah,Al-Durayhimi,,Military vehicle carrying weapons,Military_Security_Target,Moving Target (weapons/fighters),unkn,,0,0,0,0,0,0
16623,12/03/2018,unkn,Unknown,Hudaydah,Al-Durayhimi,,Missiles launcher,Military_Security_Target,Moving Target (weapons/fighters),unkn,,0,0,0,0,0,0
16624,12/03/2018,15,Afternoon,Hudaydah,Al-Jirahi,,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
16625,12/03/2018,unkn,Unknown,Jawf,Khab Wa Al-Sha'af,,Unknown,Unknown,Unknown,5,,0,0,0,0,0,0
16626,12/03/2018,unkn,Unknown,Lahj,Al-Madaribah Wa Al-Arah,,Pro-Houthi forces’ positions,Military_Security_Target,Forces,2,,0,0,0,0,0,0
16627,12/03/2018,unkn,Unknown,Marib,Sirwah,,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
16628,12/03/2018,18,Evening,Saada,Majz,Takhyah,Unknown,Unknown,Unknown,4,,0,0,0,0,0,0
16629,12/03/2018,20,Evening,Saada,Kitaf Wa Al-Boqe'e,Adhyaq,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
16630,12/03/2018,20,Evening,Saada,Kitaf Wa Al-Boqe'e,Al Abu Jibarah,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
16631,12/03/2018,22,Night,Saada,Al-Dhaher,Al Malaheet,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
16632,12/03/2018,22,Night,Saada,Kitaf Wa Al-Boqe'e,Al Fara,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
16633,12/03/2018,unkn,Unknown,Saada,Kitaf Wa Al-Boqe'e,Al Boqee,Pro-Houthi forces’ positions,Military_Security_Target,Forces,unkn,,0,0,0,0,0,0
16634,12/03/2018,unkn,Unknown,Saada,Razih,,Pro-Houthi forces’ positions,Military_Security_Target,Forces,unkn,,0,0,0,0,0,0
16635,12/03/2018,unkn,Unknown,Saada,Baqim,,Pro-Houthi forces’ gatherings,Military_Security_Target,Forces,unkn,,0,0,0,0,0,0
16636,13/03/2018,unkn,Midday,Sanaa,Hamdan,Al Urah hill,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16637,13/03/2018,10,Midday,Bayda,Al-Qurayshiyah,Al Tha’alib,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16638,13/03/2018,10,Midday,Bayda,Al-Qurayshiyah,Al Aleeb,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16639,13/03/2018,12,Midday,Dhamar,Ans,Dhamar Al Qarn,General police training center,Military_Security_Target,Military site,2,,0,0,0,0,0,0
16640,13/03/2018,17,Afternoon,Hajja,Harad ,,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16641,13/03/2018,17,Afternoon,Hajja,Midi,,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
16642,13/03/2018,12,Midday,Jawf,Al-Maslub,,Unknown,Unknown,Unknown,4,,0,0,0,0,0,0
16643,13/03/2018,unkn,Unknown,Marib,Sirwah,,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
16644,13/03/2018,16,Afternoon,Taiz,Al-Wazi'iyah,,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
16645,13/03/2018,18,Evening,Saada,Sihar,Al Azqoul,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
16646,14/03/2018,12,Midday,Saada,Razih,Al Qadd,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16647,14/03/2018,23,Night,Hudaydah,Zabid,The road that link between Zabid and Al Tuhayta districts,The road that links between Zabid and Al Tuhayta districts,Infrastructure,Transport,2,,0,0,0,0,0,0
16648,14/03/2018,unkn,Midday,Capital,Bani Al-Harith,Al Rahabah,Sana'a airport,Infrastructure,Transport,12,,0,0,0,0,0,0
16649,14/03/2018,unkn,Unknown,Hudaydah,Bajil,,10th Military Brigade,Military_Security_Target,Military site,7,,0,0,0,0,0,0
16650,14/03/2018,10,Midday,Capital,Bani Al-Harith,Al Rahabah,Al Daylami airbase,Military_Security_Target,Military site,2,,0,0,0,0,0,0
16651,14/03/2018,21,Evening,Saada,Baqim,Al Sabhan,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16652,14/03/2018,21,Evening,Saada,Baqim,Al Sadad,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16653,14/03/2018,24,Night,Saada,Baqim,Sha'eer mountain,Civilians' farms,Economic_infrastructure,Farms,1,,0,0,0,0,0,0
16654,15/03/2018,2,Early-Morning,Hudaydah,Al-Tuhayat,Al Boqa'ah,Civilian's house,Civilian,Residential area,1,,0,0,0,3,1,2
16655,15/03/2018,13,Midday,Hudaydah,Bara'a,Bura resort,Bura resort,Infrastructure,Parks/Resorts,4,,1,1,0,4,0,0
16656,15/03/2018,unkn,Unknown,Marib,Sirwah,Al Hajlan,Civilian's farm,Economic_infrastructure,Farms,unkn,,0,0,0,1,0,0
16657,15/03/2018,14,Midday,Hudaydah,Bajil,Wadi Siham,Civilians' farms,Economic_infrastructure,Farms,5,,0,0,0,0,0,0
16658,15/03/2018,18,Evening,Sanaa,Nihm,Al Majaewihah,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16659,15/03/2018,22,Night,Sanaa,Nihm,Al Hanashat,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16660,15/03/2018,unkn,Unknown,Hajja,Harad ,,Unknown,Unknown,Unknown,7,,0,0,0,0,0,0
16661,15/03/2018,unkn,Unknown,Hajja,Midi,,Unknown,Unknown,Unknown,6,,0,0,0,0,0,0
16662,15/03/2018,unkn,Unknown,Ibb,Dhi As Sufal,Sha'ab Al Maharaq,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
16663,15/03/2018,9,Morning,Marib,Sirwah,,Unknown,Unknown,Unknown,4,,0,0,0,0,0,0
16664,15/03/2018,23,Night,Saada,Saqain,Bin Areej mountain,Telecommunications towers,Infrastructure,Communication,1,,0,0,0,0,0,0
16665,15/03/2018,unkn,Unknown,Hajja,Harad ,,Unknown,Unknown,Unknown,7,,0,0,0,0,0,0
16666,15/03/2018,unkn,Unknown,Hajja,Midi,,Unknown,Unknown,Unknown,6,,0,0,0,0,0,0
16667,15/03/2018,unkn,Unknown,Ibb,Dhi As Sufal,Sha'ab Al Maharaq,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
16668,15/03/2018,unkn,Unknown,Saada,Baqim,Sha'eer mountain,Civilians' properties,Civilian,Residential area,1,,0,0,0,0,0,0
16669,15/03/2018,18,Evening,Saada,Baqim,Al Sabhan,Civilians' farms,Economic_infrastructure,Farms,2,,0,0,0,0,0,0
16670,15/03/2018,18,Evening,Saada,Baqim,Al Sadad ,Civilians' properties,Civilian,Residential area,1,,0,0,0,0,0,0
16671,16/03/2018,2,Early-Morning,Amran,Iyal Surayh, Sawdah Adan,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16672,16/03/2018,2,Early-Morning,Amran,Huth,Ajmar,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
16673,16/03/2018,unkn,Unknown,Hudaydah,Hays,East of Hays,Civilian's house,Civilian,Residential area,2,,0,0,0,0,0,0
16674,16/03/2018,6,Morning,Saada,Razih,Al Azhour,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
16675,16/03/2018,6,Morning,Saada,Razih,Al Qadd,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
16676,16/03/2018,18,Evening,Saada,Kitaf Wa Al-Boqe'e,Al Fard,Unknown,Unknown,Unknown,9,,0,0,0,0,0,0
16677,16/03/2018,2,Early-Morning,Amran,Iyal Surayh, Sawdah Adan,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16678,16/03/2018,2,Early-Morning,Amran,Huth,Ajmar,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
16679,16/03/2018,17,Afternoon,Hudaydah,Bait Al-Faqih,Al Ghawader ,Civilian's farm,Economic_infrastructure,Farms,2,,0,0,0,0,0,0
16680,16/03/2018,18,Evening,Hudaydah,Al-Jirahi,,Two civilians farms,Economic_infrastructure,Farms,2,,0,0,0,0,0,0
16681,16/03/2018,6,Morning,Saada,Razih,Al Azhour,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
16682,16/03/2018,6,Morning,Saada,Razih,Al Qadd,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
16683,16/03/2018,18,Evening,Saada,Kitaf Wa Al-Boqe'e,Al Fard,Unknown,Unknown,Unknown,9,,0,0,0,0,0,0
16684,16/03/2018,unkn,Unknown,Hudaydah,Hays,Hays - Al Garrahi road,road,Infrastructure,Transport,1,,1,0,0,0,0,0
16685,17/03/2018,unkn,Unknown,Hajja,Harad ,,Unknown,Unknown,Unknown,5,,0,0,0,0,0,0
16686,17/03/2018,unkn,Unknown,Hajja,Midi,,Unknown,Unknown,Unknown,5,,0,0,0,0,0,0
16687,17/03/2018,unkn,Unknown,Hudaydah,Al-Luhaiyah,,Unknown,Unknown,Unknown,4,,0,0,0,0,0,0
16688,17/03/2018,13,Midday,Hudaydah,Bait Al-Faqih,Al Hussayniyah,Farm,Economic_infrastructure,Farms,3,,0,0,0,2,0,0
16689,17/03/2018,16,Afternoon,Hudaydah,Bajil,Wadi Siham,Farm,Economic_infrastructure,Farms,2,,0,0,0,0,0,0
16690,17/03/2018,unkn,Unknown,Hudaydah,,The front of the western coast,Pro-Houthi reinforcements,Military_Security_Target,Moving Target (weapons/fighters),unkn,,0,0,0,0,0,0
16691,17/03/2018,unkn,Unknown,Hudaydah,,The front of the western coast,Weapons storages,Military_Security_Target,Weapon storage,unkn,,0,0,0,0,0,0
16692,17/03/2018,21,Evening,Saada,Majz,Al Sawda'a,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16693,17/03/2018,20,Evening,Saada,Baqim,,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16694,18/03/2018,9,Morning,Sanaa,Bilad Al-Rus,Jarif,Hamam Jarif,Infrastructure,Parks/Resorts,2,,0,0,0,0,0,0
16695,18/03/2018,5,Morning,Saada,Al-Safra'a,Mudhab ,Pro-Houthi forces' positions,Military_Security_Target,Forces,5,,0,0,0,0,0,0
16696,18/03/2018,9,Morning,Saada,Majz,Al Maghsal,Pro-Houthi forces' positions,Military_Security_Target,Forces,2,,0,0,0,0,0,0
16697,18/03/2018,unkn,Unknown,Hajja,Harad ,,Unknown,Unknown,Unknown,5,,0,0,0,0,0,0
16698,18/03/2018,unkn,Unknown,Hajja,Midi,,Unknown,Unknown,Unknown,5,,0,0,0,0,0,0
16699,18/03/2018,unkn,Unknown,Marib,Sirwah,,Civilians' farms,Economic_infrastructure,Farms,2,,0,0,0,0,0,0
16700,18/03/2018,unkn,Unknown,Saada,Kitaf Wa Al-Boqe'e,Al Ajasher desert,Pro-Houthi forces,Military_Security_Target,Forces,unkn,,0,0,0,0,0,0
16701,18/03/2018,unkn,Unknown,Jawf,Al-Maslub,,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
16702,18/03/2018,unkn,Unknown,Saada,Sihar,Al Alsaifi,Residential area,Civilian,Residential area,unkn,,0,0,0,0,0,0
16703,18/03/2018,unkn,Unknown,Saada,Baqim,Al Harth,Residential area,Civilian,Residential area,unkn,,0,0,0,0,0,0
16704,19/03/2018,9,Morning,Bayda,Nati',,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16705,19/03/2018,unkn,Unknown,Bayda,Nati',Al Harshah mountain,Pro-Houthi forces,Military_Security_Target,Forces,unkn,,0,0,0,0,0,0
16706,19/03/2018,unkn,Unknown,Bayda,Nati',Al Awj mountain,Pro-Houthi forces,Military_Security_Target,Forces,unkn,,0,0,0,0,0,0
16707,19/03/2018,unkn,Unknown,Bayda,Nati',Jeef Al Rakb mountain,Pro-Houthi forces,Military_Security_Target,Forces,unkn,,0,0,0,0,0,0
16708,19/03/2018,unkn,Unknown,Hajja,Harad ,,Unknown,Unknown,Unknown,4,,0,0,0,0,0,0
16709,19/03/2018,unkn,Unknown,Hajja,Midi,,Unknown,Unknown,Unknown,4,,0,0,0,0,0,0
16710,19/03/2018,unkn,Unknown,Jawf,Khab Wa Al-Sha'af,Al Ajasher,ProHouthi forces,Military_Security_Target,Forces,11,,0,0,0,0,0,0
16711,20/03/2018,unkn,Unknown,Hudaydah,Al-Jirahi,Al-Jirahi - Hays ,Pro-Houthi forces' reinforcements,Military_Security_Target,Moving Target (weapons/fighters),unkn,,0,0,0,0,0,0
16712,20/03/2018,13,Midday,Hudaydah,Bait Al-Faqih,Al Jah junction,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
16713,20/03/2018,unkn,Afternoon,Mahwit,Bani Sa'ad,Tahmas,Unknown,Unknown,Unknown,8,,0,0,0,0,0,0
16714,20/03/2018,unkn,Afternoon,Mahwit,Bani Sa'ad,Dir Al Shareef ,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
16715,20/03/2018,13,Midday,Saada,Kitaf Wa Al-Boqe'e,Al Fara,Unknown,Unknown,Unknown,5,,0,0,0,0,0,0
16716,20/03/2018,18,Evening,Saada,Sihar,Al Talh,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
16717,20/03/2018,unkn,Unknown,Hajja,Harad ,,Pro-Houthi forces' reinforcements,Military_Security_Target,Moving Target (weapons/fighters),5,,0,0,0,0,0,0
16718,20/03/2018,unkn,Unknown,Hajja,Midi,,Pro-Houthi forces' movements,Military_Security_Target,Moving Target (weapons/fighters),5,,0,0,0,0,0,0
16719,21/03/2018,9,Morning,Saada,Majz,Takhyah,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16720,21/03/2018,9,Morning,Saada,Razih,Al Ashour,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
16721,21/03/2018,14,Midday,Sanaa,Nihm,Maswarah,Civilian's car,Civilian,Vehicle/Buss,1,,2,0,0,3,3,0
16722,21/03/2018,11,Midday,Saada,Kitaf Wa Al-Boqe'e,Al Fard,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
16723,21/03/2018,unkn,Unknown,Saada,Sa'ada,Kahlan military camp,Kahlan military camp,Military_Security_Target,Military site,4,,0,0,0,0,0,0
16724,21/03/2018,14,Midday,Saada,Monabbih,Al Ash Sheikh,Two houses,Civilian,Residential area,3,,0,0,0,0,0,0
16725,21/03/2018,19,Evening,Saada,Baqim,,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
16726,21/03/2018,19,Evening,Saada,Al-Dhaher,Al Malaheet,Unknown,Unknown,Unknown,6,,0,0,0,0,0,0
16727,21/03/2018,21,Evening,Hudaydah,Al-Salif,Al Jabbanah,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
16728,21/03/2018,21,Evening,Capital,Bani Al-Harith,Al Rahabah,Sana'a airport,Infrastructure,Transport,3,,0,0,0,0,0,0
16729,21/03/2018,21,Evening,Hudaydah,Al-Tuhayat,,Civilian's farm,Economic_infrastructure,Farms,unkn,,0,0,0,2,0,1
16730,21/03/2018,unkn,Unknown,Hudaydah,Al-Jirahi,,Civilian's farm,Economic_infrastructure,Farms,2,,0,0,0,0,0,0
16731,21/03/2018,unkn,Unknown,Bayda,Nati',Sha’ab Fadah,Three military vehicles,Military_Security_Target,Moving Target (weapons/fighters),unkn,,0,0,0,0,0,0
16732,22/03/2018,8,Morning,Saada,Ghamir,,Civilian's house,Civilian,Residential area,2,,10,3,7,7,1,4
16733,22/03/2018,10,Midday,Lahj,Al-Qabbaytah,Al Alub ,Pro-Houthi forces' positions,Military_Security_Target,Forces,1,,0,0,0,0,0,0
16734,22/03/2018,10,Midday,Lahj,Al-Qabbaytah,The Red hill,Pro-Houthi forces' positions,Military_Security_Target,Forces,1,,0,0,0,0,0,0
16735,22/03/2018,9,Morning,Saada,Razih,Bani Sayah,Pro-Houthi forces' positions,Military_Security_Target,Forces,4,,0,0,0,0,0,0
16736,22/03/2018,unkn,Morning,Hajja,Midi,South east of Midi,Pro-Houthi forces' gatherings,Military_Security_Target,Forces,1,,0,0,0,0,0,0
16737,22/03/2018,10,Midday,Hudaydah,Al-Jirahi,,Unknown,Unknown,Unknown,8,,0,0,0,0,0,0
16738,22/03/2018,10,Midday,Lahj,Al-Qabbaytah,Al Hwaymi ,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
